AÑO,MES,DIA,DPA_PROVIN,DPA_DESPRO,DPA_CANTON,DPA_DESCAN,DPA_PARR_1,DPA_DESP_1,longitud,latitud,X,Y,No.,Codigo en,Fuente Sec,Fuente Pri,EVENTO,SUBCATEGOR,CAUSA/DISP,Descripcio,SECTOR / B,OBSERVACIO,GRAVEDAD,Intensidad,Notas,# Muertos,#Heridos,#Desaparec,#Damnifica
2016,10,1,P17,PICHINCHA,C1701,QUITO,PR170115,SAN JUAN,-78.48139,-0.12936,780348,9985688,1136,,"Taipe,2021",El Comercio,Inundacion,,Lluvia-antrópico,Lluvias presentes la tarde del 1 de octubre del 2016. Taponamiento de alcantarillas debido a la acumulación de basura.,Av. Galo Plaza Lasso y la avenida Luis Tufiño,"Las lluvias de esta tarde ocasionaron cinco emergencias en el norte de Quito por acumulación de agua en las calles y viviendas. Así lo informó el Centro de Operaciones de Emergencia Metropolitano. Debido al taponamiento de alcantarillas, el agua se ac","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,10,8,P17,PICHINCHA,C1701,QUITO,PR170156,CALDERON,-78.46475,-0.30002,782199,9966806,1137,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,"En el sur, centro de Quito y el Valle de los Chillos soportaron, desde las 14:00 del sábado 8 de octubre, una fuerte lluvia. Incluso con granizo y tormentas eléctricas.",Conocoto,"Según reportes del Ecu 911, en San Miguel de Conocoto, por el sector de la empresa eléctrica, se reportó una inundación por lodo que desciende de la montaña. Otro incidente se dio a la altura de la avenida Mariscal Sucre y Loja, en el centro de la u","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,10,11,P17,PICHINCHA,C1701,QUITO,PR170113,CALDERON,-78.4992,-0.2068,778364,9977121,1138,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,"Según el Instituto Nacional de Meteorología e Hidrología (Inamhi), las lluvias de esta tarde se debieron a que se presentaron condiciones atmosféricas inestables, debido al alto contenido de humedad que se registró en la mañana del martes 11 de oct","sur, valles y centro de Quito","Hasta las 14:40 de este martes, 11 de octubre de 2016, el Centro de Operaciones de Emergencia Metropolitano (COE-M) reportó 10 llamadas para alertar sobre las emergencias registradas tras las lluvias en el Distrito Metropolitano. Según Christian Rivera","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,10,13,P17,PICHINCHA,C1701,QUITO,PR170184,CHIMBACALLE,-78.37135,-0.20611,792604,9977195,1139,,"Taipe,2021",El Comercio,Movimiento en Masa,Derrumbe,Lluvia,"Constantes lluvias que se registran en Quito, desde la madrugada de este 13 de octubre del 2016",Av. Interoceánica,"Tras el derrumbe en la avenida Interoceánica, en un tramo posterior al antiguo puente del Chiche, en sentido occidente-oriente, el paso por uno de los carriles de esta vía se encuentra restringido","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,10,13,P17,PICHINCHA,C1701,QUITO,PR170130,CENTRO HISTORICO,-78.52033,-0.21884,776010,9975789,1140,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,"Constantes lluvias que se registran en Quito, desde la madrugada de este 13 de octubre del 2017",Av. Mariscal Sucre,"En algunos tramos de las vías de la ciudad se presentó acumulación de agua, como en la avenida Mariscal Sucre, en los sectores de San Carlos y de San Roque, de acuerdo a una alerta emitida por el ECU 911.","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,10,23,P17,PICHINCHA,C1701,QUITO,PR170155,SAN BARTOLO,-78.40726,-0.09926,788606,9989017,1141,2016-6661,DESINVENTAR,ECU 911,Movimiento en Masa,Deslizamiento,Lluvia,,Peaje de Oyacoto sobre el km 05 de la Via Calderon -Guayllabamba,Se informa de un deslizamiento ocasionado por lluvias sobre la Panamericana Norte a la altura de Oyacoto. Asi del COE Metropolitano a las 22:30 de hoy domingo 23 de octubre del 2016. Un fuerte aguacero sacudio el norte de la capital desde las 17:00. Apro,"1.  existencia de muertos y heridos, daños materiales importantes",3,,2,0,0,0
2016,10,23,P17,PICHINCHA,C1701,QUITO,PR170155,LA MAGDALENA,-78.45283,-0.09394,783530,9989606,1142,,"Taipe,2021",El Comercio,Inundacion,,Lluvia-antrópico,Lluvias intensas,Carapungo,"53 emergencias relacionadas al mal clima fueron registradas por el ECU 911 Quito, la tarde y noche de ayer, domingo 23 de octubre del 2016. Las llamadas fueron recibidas entre las 14:00 y las 22:00 y fueron coordinadas por las unidades de respuesta. Las","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2016,12,2,P17,PICHINCHA,C1701,QUITO,PR170109,IÑAQUITO,-78.51239,-0.24179,776894,9973250,1143,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,Lluvia presentada la tarde de este viernes 2 de diciembre del 2016,Av. Napo,"Las calles del sur de la ciudad se inundaron y obligó a los vehículos a circular con precaución. Por ejemplo, la avenida Napo y Bobonaza, a la altura del colegio Montúfar, es uno de los sectores donde se registra inundaciones y complica el paso de lo","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,12,5,P17,PICHINCHA,C1701,QUITO,PR170103,AMAGUAÑA,-78.50658,-0.2258,777541,9975018,1144,2016-7690,DESINVENTAR,ECU 911,Movimiento en Masa,Derrumbe,,,AV. PICHINCHA Y CALLE EL VERGEL,UMEVA Quito informa que en la Av. Pichincha y calle El Vergel en una casa se produjo un colapso estructural Policia Metropolitana de Quito informa que las 4 Familias afectadas se alojarian con familiares (ACOGIENTES) en los sectores de Lomas de Puengasi,"1.  existencia de muertos y heridos, daños materiales importantes",3,,0,4,0,15
2016,12,9,P17,PICHINCHA,C1701,QUITO,PR170128,LA FERROVIARIA,-78.52668,-0.25792,775302,9971465,1145,2017-0688,DESINVENTAR,COE-DMQ,Movimiento en Masa,Deslizamiento,,,El Calzado (Calle Antonio Rodriguez y Pillopata),"25/01/2017 Por seguridad se mantiene cerrada, POR PELIGRO DE COLAPSO, la via hasta que Municipio de Quito ejecute trabajos de mitigacion. 09/12/216 La ultima caida ocurrio el viernes pero, segun Juan Zapata, secretario de Seguridad, este problema se evid","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,12,18,P17,PICHINCHA,C1701,QUITO,PR170121,CONOCOTO,-78.52152,-0.24452,775877,9972948,1146,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,Fuerte lluvia y tormenta eléctrica presentada la tarde del domingo 18 de diciembre de 2016 en Quito,Villaflora,"Según un reporte del Centro de Operaciones de Emergencia (COE) y del ECU 911, en el redondel de la Villaflora, en el sur, hubo un aumento del nivel del agua. También se presentaron problemas en La Ferroviaria y en el sector de Chiriyacu, en donde se ha","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2016,12,18,P17,PICHINCHA,C1701,QUITO,PR170112,CHIMBACALLE,-78.48564,-0.17619,779875,9980507,1147,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,Fuerte lluvia y tormenta eléctrica presentada la tarde del domingo 18 de diciembre de 2016 en Quito,Av. Amazonas,"En el norte, las calles con problemas son la av. Amazonas y Orellana y las avenidas América y Universitaria, por donde la Agencia Metropolitana de Tránsito ha recomendado no transitar. Existió acumulación de agua en pasos de deprimidos, calles inunda","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2017,1,2,P17,PICHINCHA,C1701,QUITO,PR170152,LA ARGELIA,-78.50355,-0.37296,777875,9958737,1148,2017-0036,DESINVENTAR,AMT,Movimiento en Masa,Derrumbe,,,"En la antigua via a Conocoto, sector Amaguana","Unidad de Monitoreo Pichincha informa que en la antigua via a Conocoto, sector Amaguana, cerca al Colegio Nacional Atahualpa, se registra el desprendimiento de una parte del puente vehicular. Adicional se informa que el sector antes mencionado producto d","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2017,1,4,P17,PICHINCHA,C1701,QUITO,PR170119,CENTRO HISTORICO,-78.50964,-0.27176,777199,9969934,1149,142,"Taipe,2021",El Universo,Movimiento en Masa,Deslizamiento,Lluvia,Lluvia permanente en las últimas horas y días anteriores. Buena parte de los pluviómetros que existen a lo largo de las diversas estaciones del DMQ detectaron en las últimas horas medidas de lluvia sobre los 10 milímetros por metro cuadrado.,"Calle Ventanas, en el barrio Mirador Alto, (La Argelia Media)","A las 05:00 se generó un deslizamiento de tierra. La gran cantidad de material que quedó en la vía fue recogido en seis horas de trabajo. Pese a que la vía fue despejada, por cuestiones de seguridad las autoridades decidieron no habilitarla inmediata","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2017,1,4,P17,PICHINCHA,C1701,QUITO,PR170156,LA FERROVIARIA,-78.49928,-0.3072,778353,9966013,1150,,"Taipe,2021",El Comercio,Inundacion,,Lluvia,Fuertes lluvias que se registraron la tarde y noche de este 4 de enero del 2017.,Conocoto,"El Ecu911 reportó 11 llamadas por inundaciones en los sectores de Conocoto, Oriente Quiteño, Solanda, Santa Ana, Magdalena, México, Chimbacalle, Luluncoto y Chiriyacu. Además, la Secretaría de Seguridad del Municipio informó que se registraron siet","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2017,1,5,P17,PICHINCHA,C1701,QUITO,PR170109,CALDERON,-78.51647,-0.23997,776439,9973451,1151,2017-0872,DESINVENTAR,COE-DMQ,Movimiento en Masa,Derrumbe,Lluvia,,Antizana e Iliniza e3 Teatro Mexico,"Unidad de Monitoreo Pichincha informa que debido al mal tiempo que se registro en el sector, la pared de una vivienda patrimonial colapso en la via publica, por lo cual personal operativo de EPMMOP movilizó al sitio maquinaria pesada para realizar las r","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2017,1,5,P17,PICHINCHA,C1701,QUITO,PR170116,CENTRO HISTORICO,-78.52649,-0.2832,775323,9968669,1152,2017-0590,DESINVENTAR,COE-DMQ,Movimiento en Masa,Deslizamiento,Lluvia,,Calles Ventanas y el angel,"Unidad de Monitoreo Pichincha informa que en el sector de las calles Ventanas y el Angel se produjo un deslizamiento de tierra, el mismo que obstaculizo completamente la via. EPMMOP se movilizó al sitio para realizar las labores de limpieza.COE-M realiz","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2017,1,6,P17,PICHINCHA,C1701,QUITO,PR170103,PUENGASI,-78.51389,-0.23235,776727,9974294,1153,2017-0808,DESINVENTAR,COE-DMQ,Movimiento en Masa,Derrumbe,Lluvia,,Maldonado y Pedro Chavez La Recoleta,"Unidad de Monitoreo Pichincha informa que debido al mal tiempo que se registro en el sector, colapso la pared de una vivienda patrimonial, por lo cual Policia Metropolitana de Quito se movilizo al sitio para confirmar el evento y colocar cinta de segurid","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2017,1,6,P17,PICHINCHA,C1701,QUITO,PR170119,SAN JUAN,-78.50645,-0.25446,777555,9971848,1154,2017-0094,DESINVENTAR,COE-DMQ,Movimiento en Masa,Derrumbe,Lluvia,,Chiriyacu,"Antecedentes.-Unidad de monitoreo Pichincha informa que en el sector de Chiriyacu se produjo el colapso de un muro del Colegio Tarqui, en las calles Ana Paredes de Alfaro y Gualberto Perez. Adicional Cuerpo de Bomberos Quito informa que realizó la limpi","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2017,1,8,P17,PICHINCHA,C1701,QUITO,PR170155,COMITE DEL PUEBLO,-78.4335,-0.09506,785683,9989482,1155,2017-0873,DESINVENTAR,COE-DMQ,Movimiento en Masa,Derrumbe,Lluvia,,Vicente Paredes Barrio San Jose junto al Conjunto Maderos de Calderon,"Unidad de Monitoreo Pichincha informa que debido a las fuertes lluvias registradas en el sector, se registró la caida del cerramiento de una vivienda, donde habitaban una familia integrada por cinco personas las mismas que se movilizaron hacia casa de f","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2017,1,8,P17,PICHINCHA,C1701,QUITO,PR170103,RUMIPAMBA,-78.52074,-0.22116,775964,9975532,1156,145,"Taipe,2021",El Universo,Inundacion,,Lluvia-antrópico,"Fuerte aguacero que empezó poco después de las 15:00 con presencia de tormentas eléctricas, producto de la inestabilidad atmosférica (condiciones de mal tiempo) que presenta el Distrito Metropolitano de Quito (DMQ) desde hace ya casi una semana",Av. Mariscal Sucre y calle Loja,"Luego de una hora de fuertes lluvias, las cámaras del Sistema de Seguridad ECU-911 registraron acumulación de agua en la vía, la cual, en ciertos casos, alcanzó las veredas.","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2017,1,8,P17,PICHINCHA,C1701,QUITO,PR170125,LA MAGDALENA,-78.4809,-0.24315,780401,9973098,1157,146,"Taipe,2021",El Universo,Inundacion,,Lluvia,"Fuerte aguacero que empezó poco después de las 15:00 con presencia de tormentas eléctricas, producto de la inestabilidad atmosférica (condiciones de mal tiempo) que presenta el Distrito Metropolitano de Quito (DMQ) desde hace ya casi una semana",Sector de Puengasí,"El Comité de Operaciones de Emergencia del DMQ explicó, a través de su cuenta de Twitter, que hasta las 16:00 del domingo la mayor acumulación de lluvias se dio en los sectores de Puengasí, en el suroriente de la capital; y del Iasa, en el Valle de","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2017,1,9,P17,PICHINCHA,C1701,QUITO,PR170130,LA LIBERTAD,-78.50203,-0.20946,778048,9976826,1158,2017-0591,DESINVENTAR,COE-DMQ,Movimiento en Masa,Derrumbe,Lluvia,,"Barrio: Larrea, Manuel Larrea y Rio de Janeiro","Unidad de Monitoreo Pichincha informa que producto de las lluvias registradas en horas de la tarde se vio afectado el techo y pared de una vivienda de construccion de adobe colapsado hacia la via, por la cual la via permaneció cerrada hasta que EPMMOP r","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2017,1,11,P17,PICHINCHA,C1701,QUITO,PR170105,CENTRO HISTORICO,-78.46528,-0.12296,782143,9986396,1159,2017-0279,DESINVENTAR,CBQ,Movimiento en Masa,Derrumbe,Lluvia,,Calles N66 y E-13,"Unidad de Monitoreo Pichincha informa que en el sector del Comité del Pueblo a causa de la lluvia se produjo el colapso de una pared en el interior de una vivienda, donde habitaban 4 familias - 14 personas, personal Operativo del COE-DMQ Y PMQ realizó","1.  existencia de muertos y heridos, daños materiales importantes",3,,0,1,0,14
2017,1,15,P17,PICHINCHA,C1701,QUITO,PR170127,JIPIJAPA,-78.50231,-0.17474,778018,9980668,1160,,"Taipe,2021",El Comercio,Movimiento en Masa,Derrumbe,Lluvia,El colapso se dio debido a las lluvias,"Sector de Iñaquito Alto, en las calles Juan Díaz y Rodrigo de Muriel.","A las 23:30 del 14 de enero del 2017, el muro de un terreno que colinda con un conjunto habitacional de la capital colapsó. Ningún organismo de socorro reportó heridos o viviendas afectadas tras este hecho.","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2017,1,21,P17,PICHINCHA,C1701,QUITO,PR170121,PUEMBO,-78.51638,-0.23845,776450,9973619,1161,2017-0703,DESINVENTAR,CBQ,Movimiento en Masa,Derrumbe,Lluvia,,Chimbacalle Av. Pedro Vicente Maldonado y Vicente Andrade,"Centro de Operaciones de Emergencia Metropolitano informa que a causa de las lluvias registradas en la Ciudad de Quito se produce el colapso de una pared en una vivienda patrimonial antigua en estado de deterioro, la vivienda se encuentra inhabitada y no","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2017,1,21,P17,PICHINCHA,C1701,QUITO,PR170120,SAN ISIDRO DEL INCA,-78.52778,-0.22157,775180,9975487,1162,2017-1485,DESINVENTAR,ECU 911,Movimiento en Masa,Deslizamiento,Lluvia,,Camino Templo de la Libertad,"Unidad de Monitoreo Pichincha informa que en el camino al Templo de la Libertad, por motivo de lluvias se produjo un deslizamiento de tierra, el mismo que obstaculizo completamente la via. EPMMOP se movilizó al sitio para realizar las labores de limpiez","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
2017,1,30,P17,PICHINCHA,C1701,QUITO,PR170103,BELISARIO QUEVEDO,-78.51912,-0.23768,776144,9973704,1163,152,"Taipe,2021",El Universo,Inundacion,,Lluvia-antrópico,"Fuerte lluvia caída por una hora en la tarde , que estuvo acompañada de granizo y una tormenta eléctrica","Sector de Santa Ana, al sur de Quito","Producto de las lluvias se generó una importante acumulacion de agua, que incluso dejó atrapado un vehículo. Según Cristian Rivera, de la Secretaria de Seguridad del Municipio de Quito, basura arrastrada por el agua taponó los sumideros de la zona y","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2017,2,16,P17,PICHINCHA,C1701,QUITO,PR170114,LA FERROVIARIA,-78.45246,-0.15037,783570,9983363,1164,2017-1317,DESINVENTAR,ECU 911,Movimiento en Masa,Deslizamiento,Lluvia,,Calles Av. Las Palmeras y Simon Bolivar / Balcones del Inca,"Unidad de Monitoreo Pichincha informa que en el sector antes mencionado se produjo un deslizamiento de tierra, el mismo que obstaculizó parte de la via del ingreso al barrio Balcones del Inca. EPMMOP, se movilizó al sitio para realizar las labores de l","3. molestia en el tráfico, daños ligeros",1,,0,0,0,0
2017,2,17,P17,PICHINCHA,C1701,QUITO,PR170179,LA ARGELIA,-78.37052,-0.20658,792697,9977143,1165,2017-1318,DESINVENTAR,AMT,Movimiento en Masa,Deslizamiento,Lluvia,,Antiguo Puente del Rio Chiche,"Unidad de Monitoreo Pichincha informa que en el sector antes mencionado se produjo un deslizamiento de tierra, el mismo que obstaculizó parcialmente la vía. Personal del EPMMOP se movilizó al sitio para realizar las labores de limpieza.Una vez culmina","2. daños materiales comentados por el periodista, molestia grave en el tráfico",2,,0,0,0,0
